timestamp,vibration_rms,vibration_peak,discharge_pressure,suction_pressure,flow_rate,motor_current,fluid_temp,machine_status,fault_class,rul_hours
2018-04-01 00:19:00,2.46441,2.590029,13.34635,16.13136,161.08217,78.49116,48.61111,NORMAL,0,600.0
2018-04-01 00:20:00,2.445718,2.563032,13.34635,16.16753,158.36227,76.95741,49.08854,NORMAL,0,600.0
2018-04-01 00:21:00,2.460474,2.565415,13.34635,16.16753,156.56827,78.76208,49.21875,NORMAL,0,600.0
2018-04-01 00:22:00,2.448669,2.549556,13.41146,16.21094,158.85416,76.26164,48.78472,NORMAL,0,600.0
2018-04-01 00:23:00,2.453588,2.54398,13.34635,16.21094,158.85416,79.25443,49.08854,NORMAL,0,600.0
2018-04-01 00:24:00,2.453588,2.506123,13.31742,16.12413,158.59375,76.8876,49.21875,NORMAL,0,600.0
2018-04-01 00:25:00,2.449653,2.567539,13.34635,16.1603,158.73842,75.76706,49.30555,NORMAL,0,600.0
2018-04-01 00:26:00,2.459491,2.596312,13.28848,16.12413,158.10185,75.63688,49.08854,NORMAL,0,600.0
2018-04-01 00:27:00,2.448669,2.49593,13.49826,16.13136,159.80902,75.62278,48.78472,NORMAL,0,600.0
2018-04-01 00:28:00,2.46441,2.447403,13.41869,16.1603,160.32988,75.83797,48.35069,NORMAL,0,600.0
2018-04-01 00:29:00,2.444734,2.658601,13.28848,16.21094,158.85416,73.64476,48.04688,NORMAL,0,600.0
2018-04-01 00:30:00,2.463426,2.469351,13.23061,16.12413,154.6875,75.64877,47.91666,NORMAL,0,600.0
2018-04-01 00:31:00,2.448669,2.46665,13.23061,16.1603,162.61575,74.983,47.78646,NORMAL,0,600.0
2018-04-01 00:32:00,2.453588,2.571599,13.44763,16.16753,157.8993,73.89424,48.61111,NORMAL,0,600.0
2018-04-01 00:33:00,2.455556,2.466503,13.34635,16.16753,160.96643,71.37542,48.4375,NORMAL,0,600.0
2018-04-01 00:34:00,2.449653,2.675499,13.31742,16.13136,157.78355,72.02344,49.08854,NORMAL,0,600.0
2018-04-01 00:35:00,2.460474,2.522607,13.38252,16.13136,157.06018,72.02461,48.78472,NORMAL,0,600.0
2018-04-01 00:36:00,2.460474,2.573567,13.38252,16.13136,157.06018,72.02461,48.78472,NORMAL,0,600.0
2018-04-01 00:37:00,2.46441,2.475384,13.34635,16.12413,158.24652,73.75979,48.69791,NORMAL,0,600.0
2018-04-01 00:38:00,2.448669,2.528486,13.28848,16.12413,158.3044,71.75475,48.65451,NORMAL,0,600.0
2018-04-01 00:39:00,2.459491,2.564716,13.43316,16.21094,158.04398,73.06738,48.82813,NORMAL,0,600.0
2018-04-01 00:40:00,2.449653,2.535125,13.34635,16.13136,159.49075,71.20819,49.26215,NORMAL,0,600.0
2018-04-01 00:41:00,2.453588,2.509723,13.25231,16.16753,159.49075,73.73936,49.26215,NORMAL,0,600.0
2018-04-01 00:42:00,2.453588,2.585812,13.32465,16.13136,160.12732,72.83128,49.04514,NORMAL,0,600.0
2018-04-01 00:43:00,2.448669,2.553102,13.34635,16.0735,158.76738,73.57409,49.08854,NORMAL,0,600.0
2018-04-01 00:44:00,2.460474,2.564065,13.31742,16.13136,158.44908,73.37788,48.87152,NORMAL,0,600.0
2018-04-01 00:45:00,2.448669,2.581079,13.38252,16.21094,159.6933,73.93829,49.08854,NORMAL,0,600.0
2018-04-01 00:46:00,2.466377,2.532542,13.28848,16.0735,157.58102,74.724,49.13194,NORMAL,0,600.0
2018-04-01 00:47:00,2.446702,2.541104,13.25231,16.16753,158.99886,74.23515,49.13194,NORMAL,0,600.0
2018-04-01 00:48:00,2.460474,2.542294,13.28848,16.16753,157.06018,77.19415,49.26215,NORMAL,0,600.0
2018-04-01 00:49:00,2.445718,2.545501,13.38252,16.16753,155.8449,78.18562,49.04514,NORMAL,0,600.0
2018-04-01 00:50:00,2.456539,2.574851,13.31742,16.21094,157.60995,81.35645,49.43576,NORMAL,0,600.0
2018-04-01 00:51:00,2.453588,2.537419,13.31742,16.16753,156.8287,78.20947,49.34896,NORMAL,0,600.0
2018-04-01 00:52:00,2.45162,2.554513,13.41146,16.24711,160.47452,78.60271,49.26215,NORMAL,0,600.0
2018-04-01 00:53:00,2.459491,2.44362,13.41146,16.21094,155.5266,77.45465,49.30555,NORMAL,0,600.0
2018-04-01 00:54:00,2.448669,2.562359,13.28848,16.12413,158.36224,77.40409,49.30555,NORMAL,0,600.0
2018-04-01 00:55:00,2.46441,2.505993,13.32465,16.2037,156.45255,77.41991,49.26215,NORMAL,0,600.0
2018-04-01 00:56:00,2.445718,2.562389,13.56337,16.2037,158.10185,75.76465,49.26215,NORMAL,0,600.0
2018-04-01 00:57:00,2.460474,2.64279,13.62847,16.21094,158.5366,77.28145,49.43576,NORMAL,0,600.0
2018-04-01 00:58:00,2.445718,2.505627,13.53443,16.16753,157.03125,74.89201,49.21875,NORMAL,0,600.0
2018-04-01 00:59:00,2.456539,2.505627,13.67911,16.16753,158.73842,76.20724,49.30555,NORMAL,0,600.0
2018-04-01 01:00:00,2.453588,2.588844,13.49826,16.16753,156.6551,73.981,49.08854,NORMAL,0,600.0
2018-04-01 01:01:00,2.453588,2.588844,13.49826,16.16753,156.6551,73.981,49.08854,NORMAL,0,600.0
2018-04-01 01:02:00,2.459491,2.585229,13.5923,16.16753,156.6551,73.80122,49.04514,NORMAL,0,600.0
2018-04-01 01:03:00,2.445718,2.537348,13.5923,16.06626,158.88307,73.21678,48.4809,NORMAL,0,600.0
2018-04-01 01:04:00,2.46441,2.539315,13.56337,16.16753,161.11113,73.02496,47.78646,NORMAL,0,600.0
2018-04-01 01:05:00,2.445718,2.590042,13.64294,16.21094,159.34607,72.14364,47.04861,NORMAL,0,600.0
2018-04-01 01:06:00,2.463426,2.560785,13.74421,16.13136,161.16898,75.90372,47.09201,NORMAL,0,600.0
2018-04-01 01:07:00,2.448669,2.512739,13.5923,16.16753,158.0729,73.71216,47.74305,NORMAL,0,600.0
2018-04-01 01:08:00,2.455556,2.563333,13.5923,16.16753,156.85762,73.3241,46.48438,NORMAL,0,600.0
2018-04-01 01:09:00,2.453588,2.517339,13.68634,16.1603,159.43285,71.07111,47.52604,NORMAL,0,600.0
2018-04-01 01:10:00,2.449653,2.573915,13.4838,16.24711,158.3044,72.02145,48.04688,NORMAL,0,600.0
2018-04-01 01:11:00,2.460474,2.613089,13.65017,16.0735,158.478,71.67192,48.26389,NORMAL,0,600.0
2018-04-01 01:12:00,2.448669,2.565836,13.5923,16.0735,159.34607,70.85339,48.4375,NORMAL,0,600.0
2018-04-01 01:13:00,2.465394,2.523183,13.62847,16.13136,158.8831,73.46938,47.78646,NORMAL,0,600.0
2018-04-01 01:14:00,2.445718,2.550888,13.5923,16.13136,160.73495,70.75828,47.74305,NORMAL,0,600.0
2018-04-01 01:15:00,2.46441,2.534988,13.64294,16.21094,160.06944,71.52058,47.69965,NORMAL,0,600.0
2018-04-01 01:16:00,2.445718,2.52453,13.5923,16.16753,156.36575,70.8231,47.56944,NORMAL,0,600.0
2018-04-01 01:17:00,2.456539,2.579569,13.614,16.13136,155.9317,73.3572,47.35243,NORMAL,0,600.0
2018-04-01 01:18:00,2.449653,2.56511,13.5272,16.12413,156.88658,71.57556,47.48264,NORMAL,0,600.0
2018-04-01 01:19:00,2.449653,2.537282,13.5272,16.12413,156.88658,71.57556,47.48264,NORMAL,0,600.0
2018-04-01 01:20:00,2.459491,2.530604,13.614,16.12413,160.56136,74.09569,47.30902,NORMAL,0,600.0
2018-04-01 01:21:00,2.445718,2.519493,13.59954,16.13136,161.1979,75.33871,47.26563,NORMAL,0,600.0
2018-04-01 01:22:00,2.466377,2.591254,13.56337,16.12413,160.3588,76.76208,47.26563,NORMAL,0,600.0
2018-04-01 01:23:00,2.444734,2.463845,13.65017,16.12413,159.80902,74.95129,47.56944,NORMAL,0,600.0
2018-04-01 01:24:00,2.468345,2.554495,13.62847,16.2037,157.03125,77.42485,47.26563,NORMAL,0,600.0
2018-04-01 01:25:00,2.441782,2.543227,13.59954,16.1603,158.3912,76.94546,47.56944,NORMAL,0,600.0
2018-04-01 01:26:00,2.460474,2.519451,13.614,16.16753,158.01505,80.66912,47.35243,NORMAL,0,600.0
2018-04-01 01:27:00,2.450637,2.592618,13.55613,16.16753,160.41666,77.93872,47.30902,NORMAL,0,600.0
2018-04-01 01:28:00,2.45162,2.514964,13.59954,16.16753,161.3426,79.64193,47.30902,NORMAL,0,600.0
2018-04-01 01:29:00,2.459491,2.537082,13.49826,16.16753,158.30438,77.65131,47.35243,NORMAL,0,600.0
2018-04-01 01:30:00,2.445718,2.576565,13.614,16.13136,156.07637,77.7133,47.26563,NORMAL,0,600.0
2018-04-01 01:31:00,2.466377,2.51607,13.5923,16.16753,158.53587,76.95788,47.26563,NORMAL,0,600.0
2018-04-01 01:32:00,2.444734,2.5242,13.71528,16.16753,157.98613,76.41271,47.48264,NORMAL,0,600.0
2018-04-01 01:33:00,2.466377,2.456607,13.5923,16.16753,158.56482,78.53719,47.69965,NORMAL,0,600.0
2018-04-01 01:34:00,2.445718,2.635629,13.68634,16.13136,157.4942,76.4585,47.78646,NORMAL,0,600.0
2018-04-01 01:35:00,2.459491,2.543637,13.5272,16.16753,158.8831,77.98872,47.91666,NORMAL,0,600.0
2018-04-01 01:36:00,2.459491,2.477594,13.5272,16.16753,158.8831,77.98872,47.91666,NORMAL,0,600.0
2018-04-01 01:37:00,2.45162,2.462968,13.56337,16.1603,159.8669,74.36434,48.17708,NORMAL,0,600.0
2018-04-01 01:38:00,2.459491,2.530251,13.5923,16.16753,158.04398,73.06995,48.17708,NORMAL,0,600.0
2018-04-01 01:39:00,2.445718,2.570632,13.5272,16.21094,155.87386,73.35966,48.35069,NORMAL,0,600.0
2018-04-01 01:40:00,2.46441,2.478648,13.614,16.16753,159.43285,73.44002,48.26389,NORMAL,0,600.0
2018-04-01 01:41:00,2.444734,2.591098,13.5272,16.12413,158.68056,72.79972,48.35069,NORMAL,0,600.0
2018-04-01 01:42:00,2.465394,2.59633,13.5923,16.1603,158.68056,73.23296,48.4375,NORMAL,0,600.0
2018-04-01 01:43:00,2.444734,2.526284,13.53443,16.06626,156.36575,71.66517,48.35069,NORMAL,0,600.0
2018-04-01 01:44:00,2.456539,2.481782,13.64294,16.1603,156.94444,75.47958,48.3941,NORMAL,0,600.0
2018-04-01 01:45:00,2.448669,2.551778,13.5923,16.21094,159.83795,72.8404,48.4375,NORMAL,0,600.0
2018-04-01 01:46:00,2.45162,2.558304,13.5923,16.16753,155.32408,74.1301,48.61111,NORMAL,0,600.0
2018-04-01 01:47:00,2.459491,2.432026,13.53443,16.16753,157.52315,71.24863,48.78472,NORMAL,0,600.0
2018-04-01 01:48:00,2.448669,2.565511,13.65017,16.1603,156.13425,71.87115,48.82813,NORMAL,0,600.0
2018-04-01 01:49:00,2.465394,2.597351,13.59954,16.16753,161.45833,72.69482,48.91493,NORMAL,0,600.0
2018-04-01 01:50:00,2.448669,2.531393,13.68634,16.16753,158.73842,74.62409,48.82813,NORMAL,0,600.0
2018-04-01 01:51:00,2.468345,2.53725,13.53443,16.16753,160.3588,76.61227,48.82813,NORMAL,0,600.0
2018-04-01 01:52:00,2.440799,2.571045,13.62847,16.16753,159.54863,76.00725,48.78472,NORMAL,0,600.0
2018-04-01 01:53:00,2.463426,2.572021,13.59954,16.16753,158.3912,79.14875,48.69791,NORMAL,0,600.0
2018-04-01 01:54:00,2.445718,2.542938,13.64294,16.13136,158.24652,75.18528,48.65451,NORMAL,0,600.0
2018-04-01 01:55:00,2.453588,2.555086,13.56337,16.16753,162.06598,77.09318,48.4375,NORMAL,0,600.0
2018-04-01 01:56:00,2.455556,2.560196,13.49826,16.21094,157.75465,73.71715,48.69791,NORMAL,0,600.0
2018-04-01 01:57:00,2.444734,2.547937,13.64294,16.21094,157.147,74.91669,48.65451,NORMAL,0,600.0
2018-04-01 01:58:00,2.466377,2.544758,13.56337,16.16753,158.82523,75.26166,48.4809,NORMAL,0,600.0
2018-04-01 01:59:00,2.444734,2.602091,13.62847,16.12413,159.72223,75.92812,48.65451,NORMAL,0,600.0
2018-04-01 02:00:00,2.441782,2.559522,13.68634,16.16753,157.4942,73.51723,48.78472,NORMAL,0,600.0
2018-04-01 02:01:00,2.441782,2.559522,13.68634,16.16753,157.4942,73.51723,48.78472,NORMAL,0,600.0
2018-04-01 02:02:00,2.463426,2.578123,13.55613,16.2037,159.1146,75.85675,48.61111,NORMAL,0,600.0
2018-04-01 02:03:00,2.446702,2.553772,13.65017,16.16753,158.3044,72.81007,48.65451,NORMAL,0,600.0
2018-04-01 02:04:00,2.453588,2.571858,13.53443,16.13136,157.32057,75.74284,48.69791,NORMAL,0,600.0
2018-04-01 02:05:00,2.459491,2.511823,13.59954,16.1603,157.4074,76.11089,48.78472,NORMAL,0,600.0
2018-04-01 02:06:00,2.445718,2.584733,13.68634,16.12413,157.92822,77.82539,48.78472,NORMAL,0,600.0
2018-04-01 02:07:00,2.445718,2.469406,13.68634,16.12413,157.92822,77.82539,48.78472,NORMAL,0,600.0
2018-04-01 02:08:00,2.444734,2.614097,13.614,16.21094,160.67708,74.54076,48.91493,NORMAL,0,600.0
2018-04-01 02:09:00,2.466377,2.600393,13.67911,16.16753,156.22107,75.71705,49.00174,NORMAL,0,600.0
2018-04-01 02:10:00,2.444734,2.487295,13.55613,16.16753,158.0729,73.969,48.91493,NORMAL,0,600.0
2018-04-01 02:11:00,2.461458,2.530088,13.64294,16.16753,159.2882,77.69456,48.91493,NORMAL,0,600.0
2018-04-01 02:12:00,2.445718,2.554222,13.53443,16.16753,159.66432,76.48597,48.87152,NORMAL,0,600.0
2018-04-01 02:13:00,2.453588,2.511879,13.67911,16.24711,159.25925,79.12985,48.82813,NORMAL,0,600.0
2018-04-01 02:14:00,2.455556,2.565982,13.5923,16.13136,161.1979,77.27492,48.87152,NORMAL,0,600.0
2018-04-01 02:15:00,2.448669,2.547365,13.67911,16.16753,160.30092,78.01218,48.87152,NORMAL,0,600.0
2018-04-01 02:16:00,2.46441,2.543082,13.49826,16.13136,157.8993,75.93819,49.00174,NORMAL,0,600.0
2018-04-01 02:17:00,2.444734,2.544018,13.64294,16.13136,158.56482,74.73568,49.08854,NORMAL,0,600.0
2018-04-01 02:18:00,2.466377,2.537023,13.53443,16.16753,159.31715,76.46278,49.13194,NORMAL,0,600.0
2018-04-01 02:19:00,2.44375,2.500206,13.65017,16.16753,155.61342,74.2026,49.08854,NORMAL,0,600.0
2018-04-01 02:20:00,2.46441,2.57278,13.55613,16.21094,158.33333,76.11657,49.13194,NORMAL,0,600.0
2018-04-01 02:21:00,2.46441,2.581641,13.55613,16.21094,158.33333,76.11657,49.13194,NORMAL,0,600.0
2018-04-01 02:22:00,2.456539,2.567085,13.64294,16.13136,157.8125,74.56232,49.21875,NORMAL,0,600.0
2018-04-01 02:23:00,2.453588,2.498388,13.56337,16.16753,155.6713,72.7142,49.26215,NORMAL,0,600.0
2018-04-01 02:24:00,2.446702,2.546034,13.55613,16.12413,158.7963,75.13245,49.34896,NORMAL,0,600.0
2018-04-01 02:25:00,2.463426,2.556433,13.55613,16.21094,157.4942,74.8661,49.34896,NORMAL,0,600.0
2018-04-01 02:26:00,2.445718,2.571451,13.49826,16.21094,158.36224,73.9398,49.34896,NORMAL,0,600.0
2018-04-01 02:27:00,2.466377,2.552626,13.53443,16.12413,158.15973,74.93073,49.30555,NORMAL,0,600.0
2018-04-01 02:28:00,2.444734,2.554372,13.67911,16.12413,159.20137,73.9752,49.43576,NORMAL,0,600.0
2018-04-01 02:29:00,2.46441,2.631773,13.56337,16.12413,161.14005,74.73405,49.43576,NORMAL,0,600.0
2018-04-01 02:30:00,2.444734,2.549572,13.59954,16.12413,158.99886,71.54809,49.43576,NORMAL,0,600.0
2018-04-01 02:31:00,2.456539,2.630362,13.53443,16.21094,158.73842,74.52608,49.52257,NORMAL,0,600.0
2018-04-01 02:32:00,2.45162,2.560983,13.56337,16.16753,156.62614,72.13644,49.56597,NORMAL,0,600.0
2018-04-01 02:33:00,2.448669,2.619362,13.56337,16.16753,160.01158,73.56847,49.47916,NORMAL,0,600.0
2018-04-01 02:34:00,2.463426,2.566467,13.5923,16.16753,158.36227,72.25764,49.52257,NORMAL,0,600.0
2018-04-01 02:35:00,2.444734,2.571112,13.5055,16.13136,157.32057,72.4698,49.47916,NORMAL,0,600.0
2018-04-01 02:36:00,2.466377,2.557997,13.62847,16.24711,158.42012,74.45985,49.47916,NORMAL,0,600.0
2018-04-01 02:37:00,2.441782,2.540779,13.5923,16.13136,163.68636,72.75973,49.47916,NORMAL,0,600.0
2018-04-01 02:38:00,2.468345,2.547573,13.614,16.16753,157.52315,74.44075,49.52257,NORMAL,0,600.0
2018-04-01 02:39:00,2.444734,2.48369,13.5923,16.13136,156.94444,71.02007,49.52257,NORMAL,0,600.0
2018-04-01 02:40:00,2.456539,2.489295,13.70804,16.0735,157.2338,73.89785,49.52257,NORMAL,0,600.0
2018-04-01 02:41:00,2.455556,2.555043,13.55613,16.13136,158.15973,72.45992,49.56597,NORMAL,0,600.0
2018-04-01 02:42:00,2.445718,2.617167,13.62847,16.16753,160.12732,72.8025,49.43576,NORMAL,0,600.0
2018-04-01 02:43:00,2.463426,2.541593,13.49826,16.16753,159.6354,72.62173,49.26215,NORMAL,0,600.0
2018-04-01 02:44:00,2.445718,2.507293,13.59954,16.16753,157.11806,74.77283,48.82813,NORMAL,0,600.0
2018-04-01 02:45:00,2.468345,2.589815,13.56337,16.21094,162.61575,78.54942,48.26389,NORMAL,0,600.0
2018-04-01 02:46:00,2.444734,2.471705,13.65017,16.16753,158.13077,76.74533,47.69965,NORMAL,0,600.0
2018-04-01 02:47:00,2.46441,2.485181,13.5923,16.16753,157.78357,78.87323,47.48264,NORMAL,0,600.0
2018-04-01 02:48:00,2.444734,2.493982,13.73698,16.21094,161.42938,75.54395,47.82986,NORMAL,0,600.0
2018-04-01 02:49:00,2.456539,2.564423,13.55613,16.16753,158.85416,77.6568,48.3941,NORMAL,0,600.0
2018-04-01 02:50:00,2.45162,2.495195,13.59954,16.2037,159.1435,74.88043,48.69791,NORMAL,0,600.0
2018-04-01 02:51:00,2.449653,2.479849,13.5272,16.1603,159.49075,77.64742,48.78472,NORMAL,0,600.0
2018-04-01 02:52:00,2.463426,2.511795,13.5923,16.12413,156.79977,76.49275,48.87152,NORMAL,0,600.0
2018-04-01 02:53:00,2.445718,2.4826,13.55613,16.03009,156.79977,74.90475,48.91493,NORMAL,0,600.0
2018-04-01 02:54:00,2.466377,2.570194,13.67911,16.16753,159.80902,75.64612,48.61111,NORMAL,0,600.0
2018-04-01 02:55:00,2.444734,2.625242,13.614,16.21094,161.6609,73.52946,48.56771,NORMAL,0,600.0
2018-04-01 02:56:00,2.46441,2.509368,13.49826,16.16753,157.20488,76.34963,48.87152,NORMAL,0,600.0
2018-04-01 02:57:00,2.445718,2.572892,13.55613,16.13136,158.27548,75.21585,48.87152,NORMAL,0,600.0
2018-04-01 02:58:00,2.445718,2.546877,13.55613,16.13136,158.27548,75.21585,48.87152,NORMAL,0,600.0
2018-04-01 02:59:00,2.454572,2.541083,13.65017,16.13136,158.85416,73.56252,48.87152,NORMAL,0,600.0
2018-04-01 03:00:00,2.463426,2.488991,13.59954,16.21094,158.59375,70.08943,49.13194,NORMAL,0,600.0
2018-04-01 03:01:00,2.463426,2.488991,13.59954,16.21094,158.59375,70.08943,49.13194,NORMAL,0,600.0
2018-04-01 03:02:00,2.444734,2.577046,13.59954,16.13136,157.55208,70.09843,49.08854,NORMAL,0,600.0
2018-04-01 03:03:00,2.468345,2.562625,13.62847,16.13136,156.36575,71.61539,49.00174,NORMAL,0,600.0
2018-04-01 03:04:00,2.444734,2.590143,13.55613,16.13136,156.04745,70.83315,49.00174,NORMAL,0,600.0
2018-04-01 03:05:00,2.466377,2.546834,13.59954,16.16753,157.58102,72.34706,49.08854,NORMAL,0,600.0
2018-04-01 03:06:00,2.448669,2.544899,13.67911,16.16753,156.68402,70.69199,48.91493,NORMAL,0,600.0
2018-04-01 03:07:00,2.459491,2.524332,13.55613,16.13136,158.01505,73.69479,48.65451,NORMAL,0,600.0
2018-04-01 03:08:00,2.45162,2.520163,13.62847,16.13136,160.30092,70.98134,48.3941,NORMAL,0,600.0
2018-04-01 03:09:00,2.448669,2.630585,13.65017,16.16753,159.72223,74.23759,48.26389,NORMAL,0,600.0
2018-04-01 03:10:00,2.463426,2.580974,13.5923,16.13136,158.15973,73.92552,48.56771,NORMAL,0,600.0
2018-04-01 03:11:00,2.444734,2.615817,13.59954,16.16753,157.4942,72.61125,48.78472,NORMAL,0,600.0
2018-04-01 03:12:00,2.468345,2.557752,13.5923,16.16753,157.7257,72.8418,48.91493,NORMAL,0,600.0
2018-04-01 03:13:00,2.441782,2.461986,13.55613,16.21094,157.60995,70.34162,48.87152,NORMAL,0,600.0
2018-04-01 03:14:00,2.46441,2.517894,13.65017,16.13136,159.4618,74.05305,48.91493,NORMAL,0,600.0
2018-04-01 03:15:00,2.444734,2.517894,13.62847,16.16753,156.56827,72.07859,48.87152,NORMAL,0,600.0
2018-04-01 03:16:00,2.456539,2.526109,13.5272,16.06626,156.62614,74.50932,48.91493,NORMAL,0,600.0
2018-04-01 03:17:00,2.45162,2.601763,13.67911,16.1603,158.85416,73.29948,48.82813,NORMAL,0,600.0
2018-04-01 03:18:00,2.449653,2.563121,13.49826,16.2037,160.12732,74.58383,48.82813,NORMAL,0,600.0
2018-04-01 03:19:00,2.460474,2.51845,13.614,16.23987,156.30785,77.22814,49.00174,NORMAL,0,600.0
2018-04-01 03:20:00,2.445718,2.559807,13.55613,16.2037,157.0891,78.02814,49.00174,NORMAL,0,600.0
2018-04-01 03:21:00,2.46441,2.648466,13.64294,16.06626,158.13077,78.58334,49.04514,NORMAL,0,600.0
2018-04-01 03:22:00,2.445718,2.476191,13.55613,16.06626,161.71875,76.34144,48.69791,NORMAL,0,600.0
2018-04-01 03:23:00,2.46441,2.540199,13.614,16.2037,159.0567,77.70346,48.56771,NORMAL,0,600.0
2018-04-01 03:24:00,2.444734,2.551719,13.5923,16.16753,158.85416,74.95493,48.4375,NORMAL,0,600.0
2018-04-01 03:25:00,2.456539,2.594245,13.614,16.21094,158.94098,75.67032,48.4375,NORMAL,0,600.0
2018-04-01 03:26:00,2.45162,2.493156,13.59954,16.21094,157.43636,73.67818,48.4809,NORMAL,0,600.0
2018-04-01 03:27:00,2.449653,2.537395,13.62847,16.16753,158.73842,74.68157,48.61111,NORMAL,0,600.0
2018-04-01 03:28:00,2.459491,2.593582,13.53443,16.13136,159.9537,74.52993,48.69791,NORMAL,0,600.0
2018-04-01 03:29:00,2.448669,2.546032,13.62847,16.13136,158.82523,74.72219,48.78472,NORMAL,0,600.0
2018-04-01 03:30:00,2.466377,2.530881,13.65017,16.16753,157.78357,75.11013,48.56771,NORMAL,0,600.0
2018-04-01 03:31:00,2.445718,2.558246,13.614,16.16753,159.9537,73.58609,48.65451,NORMAL,0,600.0
2018-04-01 03:32:00,2.46441,2.534767,13.65017,16.16753,157.60995,73.94343,48.82813,NORMAL,0,600.0
2018-04-01 03:33:00,2.444734,2.536734,13.5923,16.13136,157.55208,71.53113,48.69791,NORMAL,0,600.0
2018-04-01 03:34:00,2.459491,2.57655,13.68634,16.13136,157.84143,74.45997,48.61111,NORMAL,0,600.0
2018-04-01 03:35:00,2.449653,2.518956,13.55613,16.13136,161.63193,71.33772,48.3941,NORMAL,0,600.0
2018-04-01 03:36:00,2.449653,2.575195,13.77315,16.16753,160.3588,70.39645,48.13368,NORMAL,0,600.0
2018-04-01 03:37:00,2.459491,2.545902,13.59954,16.24711,157.8125,69.12985,47.69965,NORMAL,0,600.0
2018-04-01 03:38:00,2.448669,2.588461,13.5923,16.21094,158.7963,70.83376,47.48264,NORMAL,0,600.0
2018-04-01 03:39:00,2.466377,2.49463,13.56337,16.23987,159.51967,74.20736,47.39583,NORMAL,0,600.0
2018-04-01 03:40:00,2.445718,2.575326,13.64294,16.06626,159.31712,72.13145,47.78646,NORMAL,0,600.0
2018-04-01 03:41:00,2.466377,2.573108,13.59954,16.06626,158.15973,71.16698,48.22049,NORMAL,0,600.0
2018-04-01 03:42:00,2.444734,2.558976,13.59954,16.16753,156.68402,68.11293,48.4375,NORMAL,0,600.0
2018-04-01 03:43:00,2.459491,2.570894,13.53443,16.16753,156.27893,71.85052,48.56771,NORMAL,0,600.0
2018-04-01 03:44:00,2.449653,2.544209,13.614,16.2037,156.62614,70.14586,48.61111,NORMAL,0,600.0
2018-04-01 03:45:00,2.45162,2.537552,13.56337,16.12413,159.34607,71.77249,48.65451,NORMAL,0,600.0
2018-04-01 03:46:00,2.458507,2.531897,13.64294,16.12413,158.3044,70.19623,48.61111,NORMAL,0,600.0
2018-04-01 03:47:00,2.448669,2.492107,13.53443,16.1603,157.3987,71.44308,48.61111,NORMAL,0,600.0
2018-04-01 03:48:00,2.466377,2.600259,13.67911,16.13136,159.64555,72.85986,48.56771,NORMAL,0,600.0
2018-04-01 03:49:00,2.441782,2.397289,13.55613,16.16753,158.3138,72.97692,48.78472,NORMAL,0,600.0
2018-04-01 03:50:00,2.468345,2.553784,13.5923,16.16753,160.12732,75.90427,48.61111,NORMAL,0,600.0
